Iteration,Distribution,Algorithm,Length,Actual_Length,Count,Changepoints_abs,Changepoints_rel,Estimates,Error,time_used
175,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376|40062,2.426959296430141|13.193548403944078,68969346329
175,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25011|41986,0.49839874413009966|5.409340449285082,75865495550
175,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376.0|40095.0,2.426959296430141|5.733410892486063,1137356022
175,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1296073283
176,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40085,0.9601375114580151|3.693548403944078,69614004842
176,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25026|41982,3.5016012558699003|4.090659550714918,63583072211
176,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40085.0,0.9601375114580151|3.693548403944078,1144812090
176,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1312109227
177,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40084,0.573040703569859|1.266589107513937,69161206007
177,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25024|41991,2.679717845559935|4.089058294845017,63599683542
177,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40084.0,0.573040703569859|1.266589107513937,1209188135
177,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1275512529
178,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40086,0.03986248854198493|0.23341089248606295,68215244757
178,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25011|41988,2.4983987441300997|6.409340449285082,63803217633
178,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22340.0|40086.0,0.03986248854198493|16.806451596055922,1160239708
178,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1309325091
179,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22396|40091,5.039862488541985|13.733410892486063,68341336638
179,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25008|41980,5.5016012558699|9.410941705154983,63966361519
179,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40091.0|22382.0,5.039862488541985|6.733410892486063,1138804791
179,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1291810791
18,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40084,0.573040703569859|1.266589107513937,68603365932
18,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25022|41982,0.6797178455599351|2.0906595507149177,76531275592
18,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40084.0,0.573040703569859|1.266589107513937,1147196627
18,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1303521135
180,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22371|40058,2.573040703569859|15.266589107513937,68998591715
180,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25036|41967,14.679717845559935|16.590659550714918,76547690837
180,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22371.0|40058.0,2.573040703569859|15.266589107513937,1173362312
180,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1275455131
181,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22368|40079,5.573040703569859|6.266589107513937,67901711980
181,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41981,1.320282154440065|2.9109417051549826,64140729492
181,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22368.0|40079.0,5.573040703569859|6.266589107513937,1154321120
181,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1272683136
182,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22381|40080,5.960137511458015|6.693548403944078,68299956738
182,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25003|41995,9.4983987441301|13.909340449285082,64111773150
182,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22381.0|40080.0,5.960137511458015|6.693548403944078,1189818368
182,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1287643498
183,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40053,0.573040703569859|16.766589107513937,68151874978
183,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41976,5.679717845559935|7.590659550714918,63735643454
183,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40053.0,0.573040703569859|16.766589107513937,1207750877
183,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1311936868
184,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22401|40090,4.039862488541985|15.733410892486063,68508681718
184,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25028|41986,0.49839874413009966|3.5890582948450174,62563977210
184,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40090.0,0.573040703569859|2.306451596055922,1143219972
184,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1266462748
185,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40082,3.960137511458015|5.193548403944078,68543199039
185,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25026|41964,4.679717845559935|13.090659550714918,76001767948
185,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40082.0,3.960137511458015|5.193548403944078,1138996569
185,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1286747787
186,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40088,0.42695929643014097|1.233410892486063,69117614293
186,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25025|41994,3.679717845559935|6.089058294845017,63662732763
186,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40088.0,0.42695929643014097|1.233410892486063,1147866678
186,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1271728058
187,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40085,0.42695929643014097|0.693548403944078,68166988600
187,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25016|41990,4.4983987441301|4.909340449285082,76152971446
187,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40085.0,0.42695929643014097|0.693548403944078,1155712903
187,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1354967801
188,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40076,1.426959296430141|5.693548403944078,68264432152
188,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|42000,1.320282154440065|7.909340449285082,64087919997
188,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40076.0,1.426959296430141|5.693548403944078,1170243568
188,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1363164384
189,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22364|40093,7.039862488541985|8.306451596055922,68437472173
189,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25025|41956,3.679717845559935|16.590659550714918,63762824492
189,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22364.0|40093.0,7.039862488541985|8.306451596055922,1182643199
189,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1297483755
19,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40085,0.573040703569859|0.766589107513937,68265706170
19,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25028|41970,6.679717845559935|11.090659550714918,75641700723
19,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40085.0,0.573040703569859|0.766589107513937,1147449897
19,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1287111283
190,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372|40085,0.9601375114580151|1.266589107513937,69473304037
190,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25019|41976,2.320282154440065|5.910941705154983,63329694856
190,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372.0|40085.0,0.9601375114580151|1.266589107513937,1147485004
190,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1344480934
191,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22397|40095,9.039862488541985|16.233410892486063,68636286032
191,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41979,1.320282154440065|3.9109417051549826,63602799087
191,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22397.0|40095.0,9.039862488541985|16.233410892486063,1150808047
191,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1339325298
192,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22393|40074,11.960137511458015|15.693548403944078,68770075639
192,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25008|41984,1.5016012558699003|7.410941705154983,64675757034
192,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22393.0|40074.0,11.960137511458015|15.693548403944078,1152219820
192,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1315954366
193,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40081,1.426959296430141|3.193548403944078,68904262888
193,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25031|41986,0.49839874413009966|5.089058294845017,75793347135
193,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40081.0,1.426959296430141|3.193548403944078,1141930937
193,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1400296205
194,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40087,0.573040703569859|0.806451596055922,68924642624
194,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25008|41982,3.5016012558699003|8.410941705154983,76328550137
194,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40087.0,0.573040703569859|0.806451596055922,1144287003
194,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1270986307
195,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22397|40085,0.9601375114580151|12.193548403944078,68282137066
195,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25043|41985,0.5016012558699003|11.090659550714918,76259144273
195,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22397.0|40085.0,0.9601375114580151|12.193548403944078,1124202626
195,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1341991205
196,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22459|40090,4.039862488541985|44.73341089248606,68973291886
196,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25014|41985,0.5016012558699003|3.9109417051549826,75945350473
196,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22445.0|40090.0,4.039862488541985|37.73341089248606,1160689874
196,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1263620033
197,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22369|40082,3.960137511458015|4.266589107513937,68430305778
197,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25023|41986,0.49839874413009966|1.0890582948450174,76508980635
197,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40082.0|22369.0,3.960137511458015|4.266589107513937,1155550190
197,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1242598236
198,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40083,1.426959296430141|2.193548403944078,68575277364
198,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25013|41989,3.4983987441300997|5.909340449285082,63177666941
198,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40083.0,1.426959296430141|2.193548403944078,1191594820
198,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1294846712
199,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22367|40082,3.960137511458015|5.266589107513937,69376251372
199,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25005|41979,6.5016012558699|11.410941705154983,63587801931
199,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40082.0|22367.0,3.960137511458015|5.266589107513937,1159593990
199,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1303306306
2,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40071,0.573040703569859|7.766589107513937,68752242116
2,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41991,1.320282154440065|3.4093404492850823,63597399657
2,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40071.0|22373.0,0.573040703569859|7.766589107513937,1217209703
2,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1286544004
20,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|39979,0.573040703569859|53.76658910751394,68718817489
20,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25043|41981,4.5016012558699|13.090659550714918,76241602197
20,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|39979.0,0.573040703569859|53.76658910751394,1152530862
20,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1286151049
21,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372|40099,1.573040703569859|7.306451596055922,69162024168
21,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41979,1.320282154440065|3.9109417051549826,76031318065
21,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372.0|40099.0,1.573040703569859|7.306451596055922,1166200468
21,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1292983811
22,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22382|40084,1.960137511458015|5.193548403944078,68551799287
22,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25042|42003,17.4983987441301|19.089058294845017,75953954136
22,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22382.0|40084.0,1.960137511458015|5.193548403944078,1175463673
22,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1314887926
23,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40063,0.573040703569859|11.766589107513937,68267915557
23,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25024|41984,1.5016012558699003|2.0906595507149177,75796906837
23,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40063.0,0.573040703569859|11.766589107513937,1117787090
23,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1338542001
24,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22382|40087,1.039862488541985|4.733410892486063,68758002318
24,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25026|42002,4.679717845559935|10.589058294845017,63676585549
24,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22382.0|40087.0,1.039862488541985|4.733410892486063,1129100741
24,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1313846939
25,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40083,1.426959296430141|2.193548403944078,68929872328
25,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25024|41962,2.679717845559935|13.090659550714918,63362966975
25,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40083.0,1.426959296430141|2.193548403944078,1142363285
25,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1285606033
26,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40084,0.42695929643014097|1.193548403944078,68547829404
26,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25018|41964,3.320282154440065|12.410941705154983,76107200976
26,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40084.0,0.42695929643014097|1.193548403944078,1132981346
26,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1297952730
27,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22388|40066,14.426959296430141|17.193548403944078,68458087220
27,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41990,1.320282154440065|2.9093404492850823,63320540305
27,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22388.0|40066.0,14.426959296430141|17.193548403944078,1172095405
27,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1323820981
28,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40086,0.03986248854198493|0.733410892486063,68449012799
28,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25025|41986,0.49839874413009966|2.0890582948450174,63360248431
28,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40086.0,0.03986248854198493|0.733410892486063,1171450323
28,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1371914499
29,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40082,0.573040703569859|2.266589107513937,68532427882
29,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41988,1.320282154440065|1.9093404492850823,76191792378
29,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40082.0|22373.0,0.573040703569859|2.266589107513937,1138780035
29,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1237565970
3,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40086,0.03986248854198493|3.233410892486063,67994267309
3,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25022|42004,0.6797178455599351|9.589058294845017,63496081253
3,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40086.0,0.03986248854198493|3.233410892486063,1116530034
3,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1314664399
30,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372|40080,1.573040703569859|3.766589107513937,68052524601
30,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25016|41981,4.5016012558699|4.910941705154983,63393492554
30,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372.0|40080.0,1.573040703569859|3.766589107513937,1147298911
30,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1296721251
31,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40084,1.960137511458015|4.193548403944078,69021457608
31,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25001|41999,13.4983987441301|16.909340449285082,63106121440
31,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40084.0,1.960137511458015|4.193548403944078,1171276873
31,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1311912839
32,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372|40084,1.573040703569859|1.766589107513937,68293887305
32,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25033|41975,10.5016012558699|11.090659550714918,76674074833
32,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372.0|40084.0,1.573040703569859|1.766589107513937,1245512522
32,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1256463876
33,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40086,0.03986248854198493|0.306451596055922,68636670353
33,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25005|41958,16.320282154440065|21.910941705154983,63489456459
33,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40086.0,0.03986248854198493|0.306451596055922,1131584276
33,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1287300723
34,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22397|40080,5.960137511458015|14.693548403944078,67838955832
34,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25028|41991,5.4983987441301|6.089058294845017,63559016881
