Iteration,Distribution,Algorithm,Length,Actual_Length,Count,Changepoints_abs,Changepoints_rel,Estimates,Error,time_used
74,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22370|40060,3.573040703569859|14.766589107513937,69038736068
74,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25009|41984,1.5016012558699003|6.910941705154983,63256655940
74,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22370.0|40060.0,3.573040703569859|14.766589107513937,1217060826
74,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1253512682
75,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40083,0.42695929643014097|1.693548403944078,69099858826
75,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41976,5.679717845559935|7.590659550714918,63920705563
75,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40080.0,0.42695929643014097|3.193548403944078,1152519060
75,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1289904181
76,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22377|40058,3.426959296430141|15.693548403944078,67921541788
76,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25000|41987,1.4983987441300997|11.409340449285082,63474963395
76,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22377.0|40058.0,3.426959296430141|15.693548403944078,1137112797
76,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1287993396
77,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22369|40086,0.03986248854198493|2.306451596055922,68990734553
77,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25023|41979,1.679717845559935|4.090659550714918,63626703693
77,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22369.0|40086.0,0.03986248854198493|2.306451596055922,1156144054
77,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1297840517
78,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22378|40084,1.960137511458015|3.193548403944078,68453531795
78,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25029|41986,0.49839874413009966|4.089058294845017,63335423537
78,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22378.0|40084.0,1.960137511458015|3.193548403944078,1155607784
78,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1309944903
79,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22365|40068,8.573040703569859|13.266589107513937,68087091694
79,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25006|41980,5.5016012558699|10.410941705154983,63011899087
79,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22365.0|40068.0,8.573040703569859|13.266589107513937,1169801128
79,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1295062101
8,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22396|40085,0.9601375114580151|11.693548403944078,69381460156
8,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25004|41966,17.320282154440065|18.410941705154983,76264946342
8,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22396.0|40085.0,0.9601375114580151|11.693548403944078,1211981721
8,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1253092620
80,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40064,0.42695929643014097|11.193548403944078,68128872758
80,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41990,1.320282154440065|2.9093404492850823,63626151861
80,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40072.0,0.42695929643014097|7.193548403944078,1128339833
80,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1273244205
81,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40085,0.9601375114580151|1.193548403944078,68756280046
81,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25025|41982,3.5016012558699003|3.5906595507149177,63784968498
81,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40093.0|22375.0,1.426959296430141|4.233410892486063,1168991142
81,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1296013275
82,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40087,0.573040703569859|0.806451596055922,68833124154
82,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25013|41981,4.5016012558699|6.410941705154983,63710988885
82,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40087.0,0.573040703569859|0.806451596055922,1164344738
82,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1317080919
83,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40077,0.573040703569859|4.766589107513937,68644923819
83,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25023|41979,1.679717845559935|4.090659550714918,62686691035
83,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40077.0,0.573040703569859|4.766589107513937,1235628317
83,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1237766239
84,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22371|40086,0.03986248854198493|1.306451596055922,69491638995
84,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25014|41986,0.49839874413009966|3.9093404492850823,63648822883
84,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22371.0|40117.0,2.573040703569859|16.806451596055922,1154662553
84,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1256043217
85,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22390|40085,0.9601375114580151|8.693548403944078,68530154598
85,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25050|41998,12.4983987441301|20.589058294845017,76035237682
85,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376.0|40085.0,0.9601375114580151|1.693548403944078,1141247571
85,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1288323876
86,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387|40066,13.426959296430141|16.693548403944078,68960736136
86,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25022|41968,0.6797178455599351|9.090659550714918,75567128120
86,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376.0|40066.0,2.426959296430141|11.193548403944078,1152255635
86,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1310504344
87,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22377|40086,0.03986248854198493|1.733410892486063,68333734819
87,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25014|41997,7.320282154440065|9.409340449285082,75797471425
87,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22377.0|40086.0,0.03986248854198493|1.733410892486063,1178679885
87,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1320759640
88,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22393|40085,0.9601375114580151|10.193548403944078,69484897587
88,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25015|41978,6.320282154440065|6.910941705154983,63400041384
88,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40085.0,0.42695929643014097|0.693548403944078,1179407926
88,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1353619058
89,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40085,0.9601375114580151|1.193548403944078,69282612588
89,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25008|41982,3.5016012558699003|8.410941705154983,76038529357
89,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40085.0|22375.0,0.9601375114580151|1.193548403944078,1121642771
89,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1242678935
9,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40088,1.426959296430141|1.733410892486063,68778966172
9,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25014|41986,0.49839874413009966|3.9093404492850823,76288166005
9,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40088.0,1.426959296430141|1.733410892486063,1159337427
9,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1324432232
90,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22363|40085,0.9601375114580151|5.766589107513937,68423468123
90,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25034|41993,7.4983987441301|10.089058294845017,63523374141
90,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22363.0|40085.0,0.9601375114580151|5.766589107513937,1150421322
90,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1254467869
91,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40085,0.9601375114580151|1.193548403944078,68847308661
91,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41984,1.5016012558699003|3.5906595507149177,63555416944
91,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40085.0,0.9601375114580151|1.193548403944078,1175524548
91,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1334228594
92,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372|40084,1.573040703569859|1.766589107513937,68977762867
92,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25005|41995,9.4983987441301|12.909340449285082,76005302819
92,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372.0|40084.0,1.573040703569859|1.766589107513937,1184908335
92,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1345471550
93,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22369|40077,4.573040703569859|6.766589107513937,68457033746
93,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25015|41978,6.320282154440065|6.910941705154983,63731068136
93,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22369.0|40077.0,4.573040703569859|6.766589107513937,1195879012
93,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1369795457
94,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22370|40084,1.960137511458015|2.766589107513937,68732641985
94,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25028|41970,6.679717845559935|11.090659550714918,76613339182
94,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40081.0|22370.0,3.573040703569859|4.266589107513937,1163136949
94,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1248578599
95,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22381|40093,7.039862488541985|7.233410892486063,68806950034
95,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25024|41993,2.679717845559935|5.089058294845017,63120427945
95,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22381.0|40093.0,7.039862488541985|7.233410892486063,1143575335
95,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1306145817
96,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22399|40088,2.039862488541985|13.733410892486063,68932047455
96,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41985,0.5016012558699003|0.9109417051549826,63370490725
96,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22399.0|40088.0,2.039862488541985|13.733410892486063,1148806340
96,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1309210245
97,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40085,0.9601375114580151|1.193548403944078,68168132516
97,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41979,1.320282154440065|3.9109417051549826,63291996419
97,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40085.0,0.9601375114580151|1.193548403944078,1192699237
97,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1280230976
98,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22404|40085,0.9601375114580151|15.693548403944078,69198678538
98,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25031|41998,9.679717845559935|11.089058294845017,63159614066
98,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22404.0|40085.0,0.9601375114580151|15.693548403944078,1181997893
98,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1388879439
99,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22377|40085,0.9601375114580151|2.193548403944078,68266017143
99,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41976,5.679717845559935|7.590659550714918,76139582685
99,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22377.0|40085.0,0.9601375114580151|2.193548403944078,1132368085
99,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1324683757
